classifier_name,dataset_name,accuracy
FCN10-average,cricket_y,0.617948717948718
FCN10-average,distal_phalanax_tw,0.6187050359712231
FCN10-average,egg_five_days,1.0
FCN10-average,face_ucr,0.8936585365853659
FCN10-average,fifty_words,0.42417582417582417
FCN10-average,mote_strain,0.9
FCN10-average,power_cons,0.5222222222222223
FCN10-average,sony_robot,0.95
FCN10-average,synthetic_control,0.043333333333333335
FCN10-average_with_confidence,cricket_y,0.6128205128205129
FCN10-average_with_confidence,distal_phalanax_tw,0.5827338129496403
FCN10-average_with_confidence,egg_five_days,1.0
FCN10-average_with_confidence,face_ucr,0.891219512195122
FCN10-average_with_confidence,fifty_words,0.4043956043956044
FCN10-average_with_confidence,mote_strain,0.9
FCN10-average_with_confidence,power_cons,0.5222222222222223
FCN10-average_with_confidence,sony_robot,0.95
FCN10-average_with_confidence,synthetic_control,0.03333333333333333
FCN10-logistic_average,cricket_y,0.617948717948718
FCN10-logistic_average,distal_phalanax_tw,0.6187050359712231
FCN10-logistic_average,egg_five_days,1.0
FCN10-logistic_average,face_ucr,0.8936585365853659
FCN10-logistic_average,fifty_words,0.42417582417582417
FCN10-logistic_average,mote_strain,0.9
FCN10-logistic_average,power_cons,0.5222222222222223
FCN10-logistic_average,sony_robot,0.95
FCN10-logistic_average,synthetic_control,0.043333333333333335
FCN10-logistic_average_with_confidence,cricket_y,0.617948717948718
FCN10-logistic_average_with_confidence,distal_phalanax_tw,0.6187050359712231
FCN10-logistic_average_with_confidence,egg_five_days,1.0
FCN10-logistic_average_with_confidence,face_ucr,0.8936585365853659
FCN10-logistic_average_with_confidence,fifty_words,0.421978021978022
FCN10-logistic_average_with_confidence,mote_strain,0.9
FCN10-logistic_average_with_confidence,power_cons,0.5222222222222223
FCN10-logistic_average_with_confidence,sony_robot,0.95
FCN10-logistic_average_with_confidence,synthetic_control,0.043333333333333335
FCN10-majority_vote,cricket_y,0.6
FCN10-majority_vote,distal_phalanax_tw,0.6330935251798561
FCN10-majority_vote,egg_five_days,1.0
FCN10-majority_vote,face_ucr,0.8897560975609756
FCN10-majority_vote,fifty_words,0.4087912087912088
FCN10-majority_vote,mote_strain,0.9
FCN10-majority_vote,power_cons,0.5388888888888889
FCN10-majority_vote,sony_robot,0.95
FCN10-majority_vote,synthetic_control,0.09333333333333334
