dataset_name,model_name,test_loss,test_acc,confusion_matrix,history
cricket_y,MLP,2.4523098468780518,0.5410256385803223,"[[21, 0, 4, 0, 2, 1, 1, 2, 6, 0, 0, 0], [0, 24, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 20, 0, 0, 1, 0, 1, 0, 0, 0, 7], [0, 0, 0, 31, 0, 0, 1, 3, 0, 0, 0, 0], [2, 0, 0, 0, 16, 2, 0, 2, 5, 0, 0, 2], [0, 0, 1, 0, 2, 15, 0, 2, 0, 1, 0, 12], [0, 0, 0, 11, 0, 0, 18, 4, 0, 0, 0, 0], [1, 0, 0, 5, 2, 0, 3, 14, 1, 6, 0, 0], [9, 0, 1, 1, 0, 0, 1, 5, 16, 1, 0, 0], [0, 0, 0, 7, 1, 0, 3, 10, 0, 12, 0, 0], [0, 0, 7, 1, 3, 2, 1, 6, 4, 0, 8, 1], [1, 1, 1, 0, 1, 10, 0, 1, 0, 0, 0, 16]]","{""loss"": [2.3572018146514893, 1.7372117042541504, 1.38775634765625, 1.1872907876968384, 1.0634256601333618, 0.8562714457511902, 0.78487229347229, 0.7026681900024414, 0.5719974637031555, 0.5571019053459167, 0.49214035272598267, 0.5553918480873108, 0.43429577350616455, 0.45398765802383423, 0.3850206136703491, 0.40732473134994507, 0.37208494544029236, 0.33409619331359863, 0.3914518654346466, 0.3587815761566162, 0.3516979515552521, 0.3557148575782776, 0.27508604526519775, 0.1969749629497528, 0.32147127389907837, 0.2590387463569641, 0.23390725255012512, 0.2902495563030243, 0.29717081785202026, 0.2693402171134949], ""accuracy"": [0.20512820780277252, 0.3641025722026825, 0.5256410241127014, 0.5179487466812134, 0.571794867515564, 0.6692307591438293, 0.7230769395828247, 0.7461538314819336, 0.7897436022758484, 0.807692289352417, 0.8205128312110901, 0.8025640845298767, 0.8461538553237915, 0.8512820601463318, 0.8717948794364929, 0.8615384697914124, 0.8589743375778198, 0.8666666746139526, 0.8589743375778198, 0.8641025424003601, 0.8846153616905212, 0.8846153616905212, 0.8974359035491943, 0.928205132484436, 0.9051281809806824, 0.9025641083717346, 0.928205132484436, 0.8820512890815735, 0.8999999761581421, 0.9051281809806824]}"
cricket_y,FCN,1.2846601009368896,0.5641025900840759,"[[0, 2, 0, 1, 0, 0, 0, 3, 23, 4, 0, 4], [0, 29, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1], [0, 11, 9, 0, 0, 0, 0, 1, 0, 1, 1, 6], [0, 0, 0, 32, 0, 0, 0, 1, 0, 2, 0, 0], [0, 4, 0, 0, 18, 0, 0, 1, 1, 2, 0, 3], [0, 6, 0, 0, 0, 1, 0, 4, 0, 2, 0, 20], [0, 5, 0, 4, 0, 0, 18, 1, 0, 0, 0, 5], [0, 1, 0, 0, 0, 0, 0, 27, 0, 4, 0, 0], [0, 0, 0, 1, 0, 0, 0, 3, 24, 3, 0, 3], [0, 0, 0, 0, 0, 0, 0, 10, 0, 23, 0, 0], [0, 3, 1, 0, 0, 0, 0, 2, 0, 5, 17, 5], [0, 6, 0, 0, 0, 0, 0, 1, 0, 2, 0, 22]]","{""loss"": [2.182335615158081, 1.9192349910736084, 1.7858715057373047, 1.6899150609970093, 1.5954886674880981, 1.5174974203109741, 1.4393892288208008, 1.3718873262405396, 1.3191670179367065, 1.2668609619140625, 1.2201088666915894, 1.1804603338241577, 1.1391488313674927, 1.0835142135620117, 1.049953579902649, 1.0130760669708252, 0.9816411137580872, 0.949910581111908, 0.92352294921875, 0.8909661173820496, 0.87003093957901, 0.8506160378456116, 0.830956220626831, 0.826072096824646, 0.7971755862236023, 0.774363100528717, 0.7423592805862427, 0.710193395614624, 0.6877104640007019, 0.6608647108078003], ""accuracy"": [0.25641027092933655, 0.36666667461395264, 0.42820513248443604, 0.4615384638309479, 0.5230769515037537, 0.5307692289352417, 0.5769230723381042, 0.5897436141967773, 0.6025640964508057, 0.6307692527770996, 0.6358974575996399, 0.6615384817123413, 0.6948717832565308, 0.7102563977241516, 0.7230769395828247, 0.7256410121917725, 0.7512820363044739, 0.7410256266593933, 0.7512820363044739, 0.7666666507720947, 0.7666666507720947, 0.7615384459495544, 0.7794871926307678, 0.7846153974533081, 0.7948718070983887, 0.8051282167434692, 0.8051282167434692, 0.8230769038200378, 0.8384615182876587, 0.8512820601463318]}"
cricket_y,Resnet,0.981853723526001,0.6743589639663696,"[[24, 1, 0, 0, 0, 0, 3, 0, 4, 2, 1, 2], [0, 29, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 14, 12, 0, 0, 1, 0, 0, 0, 0, 1, 1], [0, 4, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 27, 1, 0, 0, 0, 0, 0, 0], [0, 5, 1, 0, 0, 11, 1, 1, 0, 2, 0, 12], [0, 1, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0], [0, 1, 0, 1, 0, 0, 0, 26, 1, 3, 0, 0], [11, 0, 0, 3, 0, 1, 1, 0, 13, 2, 1, 2], [0, 1, 0, 0, 0, 0, 1, 18, 0, 13, 0, 0], [0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 30, 0], [0, 7, 0, 0, 0, 5, 1, 1, 0, 1, 1, 15]]","{""loss"": [2.031937599182129, 1.5919969081878662, 1.3787860870361328, 1.2029155492782593, 1.0726362466812134, 0.9681564569473267, 0.8558516502380371, 0.7690655589103699, 0.7022467851638794, 0.6450517773628235, 0.5867344737052917, 0.547605574131012, 0.5240095257759094, 0.442898690700531, 0.3804365396499634, 0.31293439865112305, 0.27935609221458435, 0.2492455542087555, 0.1918531209230423, 0.14814434945583344, 0.12118595838546753, 0.14166061580181122, 0.10263201594352722, 0.06847502291202545, 0.08953700214624405, 0.08204920589923859, 0.14113450050354004, 0.08833806216716766, 0.09603055566549301, 0.06563854962587357], ""accuracy"": [0.29230770468711853, 0.4384615421295166, 0.5384615659713745, 0.6128205060958862, 0.6717948913574219, 0.7051281929016113, 0.735897421836853, 0.764102578163147, 0.8102564215660095, 0.8384615182876587, 0.8589743375778198, 0.8615384697914124, 0.8564102649688721, 0.892307698726654, 0.9333333373069763, 0.9538461565971375, 0.9615384340286255, 0.9769230484962463, 0.9923076629638672, 0.9974358677864075, 1.0, 0.9794871807098389, 0.9974358677864075, 1.0, 0.9897435903549194, 0.9897435903549194, 0.9769230484962463, 0.9974358677864075, 0.9897435903549194, 0.9897435903549194]}"
cricket_y,MCDCNN,1.5349112749099731,0.464102566242218,"[[8, 7, 12, 0, 0, 4, 0, 2, 3, 0, 0, 1], [0, 26, 1, 0, 0, 2, 0, 1, 0, 0, 1, 0], [1, 5, 16, 0, 0, 4, 0, 1, 0, 0, 2, 0], [0, 0, 0, 20, 0, 0, 3, 12, 0, 0, 0, 0], [0, 10, 0, 0, 6, 4, 0, 0, 6, 0, 0, 3], [0, 1, 0, 0, 0, 14, 0, 4, 1, 1, 0, 12], [0, 0, 0, 1, 0, 0, 20, 10, 2, 0, 0, 0], [0, 3, 1, 1, 2, 1, 1, 12, 3, 0, 8, 0], [1, 6, 7, 0, 0, 1, 1, 2, 12, 0, 3, 1], [0, 0, 0, 4, 0, 0, 3, 11, 1, 14, 0, 0], [1, 0, 3, 0, 0, 2, 0, 6, 2, 1, 17, 1], [0, 3, 2, 0, 0, 10, 0, 0, 0, 0, 0, 16]]","{""loss"": [2.6957149505615234, 2.578575611114502, 2.566685438156128, 2.55155086517334, 2.4888694286346436, 2.334376335144043, 2.187819480895996, 2.0917508602142334, 2.021505832672119, 1.9639732837677002, 1.9139760732650757, 1.8691542148590088, 1.8281772136688232, 1.7896597385406494, 1.752325415611267, 1.7149304151535034, 1.676612377166748, 1.636742115020752, 1.5951906442642212, 1.5522119998931885, 1.5082305669784546, 1.4638525247573853, 1.4195741415023804, 1.3758728504180908, 1.3330236673355103, 1.2912242412567139, 1.2504479885101318, 1.2106857299804688, 1.1717770099639893, 1.1335322856903076], ""accuracy"": [0.06666667014360428, 0.08717948943376541, 0.09487179666757584, 0.0923076942563057, 0.12051282078027725, 0.15641026198863983, 0.2153846174478531, 0.2410256415605545, 0.25641027092933655, 0.264102578163147, 0.29230770468711853, 0.31282052397727966, 0.3282051384449005, 0.3461538553237915, 0.36153846979141235, 0.3717948794364929, 0.3948718011379242, 0.4128205180168152, 0.4205128252506256, 0.4384615421295166, 0.4692307710647583, 0.4871794879436493, 0.5153846144676208, 0.5307692289352417, 0.5538461804389954, 0.5820512771606445, 0.5846154093742371, 0.6025640964508057, 0.620512843132019, 0.6307692527770996]}"
cricket_y,Encoder,1.4918818473815918,0.6461538672447205,"[[19, 0, 1, 0, 0, 0, 0, 0, 17, 0, 0, 0], [0, 25, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2], [1, 4, 22, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 16, 2, 0, 9, 4, 0, 3, 1, 0], [0, 0, 0, 0, 26, 1, 0, 0, 1, 0, 0, 1], [0, 1, 1, 0, 0, 18, 0, 1, 1, 1, 0, 10], [0, 0, 0, 1, 0, 0, 30, 1, 0, 1, 0, 0], [2, 0, 1, 0, 1, 2, 3, 18, 2, 3, 0, 0], [6, 0, 0, 0, 0, 1, 0, 1, 24, 0, 1, 1], [0, 0, 0, 1, 0, 0, 5, 7, 0, 20, 0, 0], [0, 0, 2, 0, 0, 2, 1, 3, 2, 2, 20, 1], [0, 0, 0, 0, 0, 15, 0, 0, 2, 0, 0, 14]]","{""loss"": [1.8971467018127441, 1.0091358423233032, 0.5788511037826538, 0.39067569375038147, 0.32611602544784546, 0.34563541412353516, 0.19025419652462006, 0.19529475271701813, 0.27521687746047974, 0.11518379300832748, 0.1581655889749527, 0.09672370553016663, 0.08109153807163239, 0.06683399528265, 0.05298147350549698, 0.04609125107526779, 0.04369121044874191, 0.15198862552642822, 0.11092619597911835, 0.034724488854408264, 0.040486060082912445, 0.014345257543027401, 0.010531269013881683, 0.0067048585042357445, 0.00986078567802906, 0.022325951606035233, 0.014241877943277359, 0.018178574740886688, 0.014261182397603989, 0.014506653882563114], ""accuracy"": [0.3282051384449005, 0.6846153736114502, 0.8282051086425781, 0.8769230842590332, 0.8999999761581421, 0.9051281809806824, 0.9410256147384644, 0.9435897469520569, 0.9410256147384644, 0.9666666388511658, 0.9615384340286255, 0.971794843673706, 0.9794871807098389, 0.9846153855323792, 0.9846153855323792, 0.9923076629638672, 0.9923076629638672, 0.971794843673706, 0.9769230484962463, 0.9846153855323792, 0.9897435903549194, 0.9948717951774597, 0.9974358677864075, 0.9974358677864075, 0.9974358677864075, 0.9948717951774597, 0.9948717951774597, 0.9948717951774597, 0.9948717951774597, 0.9948717951774597]}"
cricket_y,Time_CNN,1.5982880592346191,0.44871795177459717,"[[6, 2, 9, 0, 1, 4, 2, 1, 10, 0, 0, 2], [0, 25, 2, 0, 0, 1, 0, 0, 0, 0, 0, 3], [1, 3, 19, 0, 1, 3, 0, 1, 0, 0, 0, 1], [0, 0, 0, 22, 0, 0, 7, 5, 1, 0, 0, 0], [1, 4, 0, 0, 6, 4, 0, 2, 8, 0, 0, 4], [0, 1, 0, 0, 0, 7, 1, 4, 2, 1, 0, 17], [1, 0, 0, 5, 0, 0, 21, 4, 1, 0, 0, 1], [3, 2, 0, 3, 2, 4, 2, 11, 5, 0, 0, 0], [3, 3, 3, 0, 2, 2, 6, 1, 14, 0, 0, 0], [0, 0, 0, 6, 1, 1, 5, 5, 1, 14, 0, 0], [1, 0, 1, 0, 0, 3, 0, 7, 5, 2, 13, 1], [0, 2, 1, 0, 0, 10, 0, 1, 0, 0, 0, 17]]","{""loss"": [2.560826301574707, 2.542337417602539, 2.5235092639923096, 2.508566379547119, 2.4893386363983154, 2.4571986198425293, 2.4028589725494385, 2.3245351314544678, 2.239774465560913, 2.1658432483673096, 2.103985071182251, 2.049945831298828, 2.001041889190674, 1.956103801727295, 1.9146426916122437, 1.876388430595398, 1.8410248756408691, 1.8081408739089966, 1.7772841453552246, 1.7480413913726807, 1.720048189163208, 1.6930586099624634, 1.6668857336044312, 1.6414364576339722, 1.6166515350341797, 1.592507243156433, 1.568979263305664, 1.5460776090621948, 1.5237783193588257, 1.502076506614685], ""accuracy"": [0.09743589907884598, 0.058974359184503555, 0.06410256773233414, 0.06923077255487442, 0.07692307978868484, 0.11538461595773697, 0.13846154510974884, 0.1974359005689621, 0.23589743673801422, 0.25128206610679626, 0.2666666805744171, 0.29487180709838867, 0.31282052397727966, 0.33589744567871094, 0.35384616255760193, 0.3692307770252228, 0.37435898184776306, 0.37435898184776306, 0.39743590354919434, 0.41025641560554504, 0.42307692766189575, 0.42820513248443604, 0.43589743971824646, 0.4384615421295166, 0.4512820541858673, 0.4615384638309479, 0.4692307710647583, 0.47948718070983887, 0.4871794879436493, 0.4923076927661896]}"
distal_phalanax_tw,MLP,0.952485203742981,0.6115108132362366,"[[18, 0, 0, 0, 0, 0], [14, 1, 4, 0, 0, 0], [13, 2, 24, 0, 0, 0], [1, 1, 11, 0, 0, 0], [0, 0, 5, 0, 0, 3], [0, 0, 0, 0, 0, 42]]","{""loss"": [1.4409239292144775, 0.7786383032798767, 0.7312985062599182, 0.737943172454834, 0.6746949553489685, 0.6437519788742065, 0.6565216183662415, 0.6189243197441101, 0.601615309715271, 0.6186288595199585, 0.6329357028007507, 0.5934468507766724, 0.5693055987358093, 0.5829370617866516, 0.5940002202987671, 0.5893869400024414, 0.5581443905830383, 0.5781081318855286, 0.5682629942893982, 0.5663160085678101, 0.560795247554779, 0.5427612066268921, 0.5502450466156006, 0.5670005083084106, 0.6004769802093506, 0.550645112991333, 0.5210363864898682, 0.5303589701652527, 0.5993812084197998, 0.5363584756851196], ""accuracy"": [0.6274999976158142, 0.7400000095367432, 0.7400000095367432, 0.7350000143051147, 0.7724999785423279, 0.7699999809265137, 0.7425000071525574, 0.7724999785423279, 0.7649999856948853, 0.7724999785423279, 0.7799999713897705, 0.7599999904632568, 0.7799999713897705, 0.7900000214576721, 0.7749999761581421, 0.7749999761581421, 0.7825000286102295, 0.7774999737739563, 0.7749999761581421, 0.7850000262260437, 0.800000011920929, 0.7950000166893005, 0.7975000143051147, 0.7774999737739563, 0.7749999761581421, 0.7799999713897705, 0.7950000166893005, 0.8199999928474426, 0.7674999833106995, 0.7975000143051147]}"
distal_phalanax_tw,FCN,1.2983756065368652,0.5539568066596985,"[[18, 0, 0, 0, 0, 0], [16, 2, 1, 0, 0, 0], [17, 6, 16, 0, 0, 0], [2, 0, 11, 0, 0, 0], [1, 0, 4, 0, 0, 3], [1, 0, 0, 0, 0, 41]]","{""loss"": [1.0061118602752686, 0.8161108493804932, 0.7981430292129517, 0.7782012224197388, 0.7623353600502014, 0.7327015399932861, 0.7142056822776794, 0.6878525614738464, 0.6711602807044983, 0.6641698479652405, 0.6504838466644287, 0.6293177604675293, 0.6171281337738037, 0.6044449210166931, 0.6072356104850769, 0.5928969383239746, 0.5929126739501953, 0.5861458778381348, 0.5939223766326904, 0.5880431532859802, 0.5781674385070801, 0.5715039968490601, 0.5610309839248657, 0.5607430338859558, 0.5675321817398071, 0.5629006028175354, 0.553612232208252, 0.5429429411888123, 0.539914608001709, 0.5327919721603394], ""accuracy"": [0.6775000095367432, 0.7325000166893005, 0.7350000143051147, 0.7425000071525574, 0.737500011920929, 0.7475000023841858, 0.762499988079071, 0.7674999833106995, 0.7699999809265137, 0.7799999713897705, 0.7875000238418579, 0.7900000214576721, 0.7875000238418579, 0.7900000214576721, 0.7850000262260437, 0.7900000214576721, 0.7825000286102295, 0.7850000262260437, 0.7925000190734863, 0.7975000143051147, 0.800000011920929, 0.800000011920929, 0.8100000023841858, 0.8025000095367432, 0.7950000166893005, 0.8025000095367432, 0.8025000095367432, 0.800000011920929, 0.8100000023841858, 0.7975000143051147]}"
distal_phalanax_tw,Resnet,1.0629807710647583,0.5899280309677124,"[[17, 0, 1, 0, 0, 0], [16, 1, 2, 0, 0, 0], [14, 3, 15, 6, 1, 0], [2, 0, 4, 5, 2, 0], [1, 0, 0, 2, 2, 3], [0, 0, 0, 0, 0, 42]]","{""loss"": [0.9109432101249695, 0.7635468244552612, 0.7104942202568054, 0.6660938262939453, 0.6363685727119446, 0.6246562004089355, 0.6085503101348877, 0.6096087098121643, 0.5827147960662842, 0.5793648362159729, 0.5660008192062378, 0.5528018474578857, 0.5439658164978027, 0.5462905764579773, 0.536841630935669, 0.5306025147438049, 0.5307285785675049, 0.5265076756477356, 0.5210551023483276, 0.5185515284538269, 0.519274115562439, 0.5075811743736267, 0.4902021288871765, 0.4896031320095062, 0.4870767593383789, 0.48214191198349, 0.48455846309661865, 0.48859912157058716, 0.47162577509880066, 0.4426247477531433], ""accuracy"": [0.6850000023841858, 0.7475000023841858, 0.7724999785423279, 0.7774999737739563, 0.7825000286102295, 0.7875000238418579, 0.7799999713897705, 0.7875000238418579, 0.7825000286102295, 0.7950000166893005, 0.8050000071525574, 0.7925000190734863, 0.8100000023841858, 0.7950000166893005, 0.8025000095367432, 0.7975000143051147, 0.8100000023841858, 0.8050000071525574, 0.8149999976158142, 0.8025000095367432, 0.8075000047683716, 0.8075000047683716, 0.8199999928474426, 0.8149999976158142, 0.8174999952316284, 0.8299999833106995, 0.8149999976158142, 0.8125, 0.8399999737739563, 0.8450000286102295]}"
distal_phalanax_tw,MCDCNN,1.0184462070465088,0.6115108132362366,"[[17, 0, 0, 1, 0, 0], [9, 0, 6, 4, 0, 0], [7, 0, 16, 16, 0, 0], [0, 0, 3, 10, 0, 0], [0, 0, 0, 5, 0, 3], [0, 0, 0, 0, 0, 42]]","{""loss"": [1.654995322227478, 1.4369789361953735, 1.4573041200637817, 1.4584201574325562, 1.4553025960922241, 1.4493658542633057, 1.4405195713043213, 1.4262539148330688, 1.4019486904144287, 1.3596798181533813, 1.2906293869018555, 1.1950920820236206, 1.088186264038086, 0.9912461638450623, 0.9175346493721008, 0.8667199015617371, 0.8321253061294556, 0.8073036670684814, 0.7879077792167664, 0.7717399001121521, 0.7580169439315796, 0.746419370174408, 0.7365201711654663, 0.727867066860199, 0.7201360464096069, 0.7130768299102783, 0.7065742015838623, 0.7005429267883301, 0.6948997974395752, 0.6896176338195801], ""accuracy"": [0.4975000023841858, 0.512499988079071, 0.5149999856948853, 0.5174999833106995, 0.5199999809265137, 0.5049999952316284, 0.5174999833106995, 0.5199999809265137, 0.5299999713897705, 0.5525000095367432, 0.5849999785423279, 0.6349999904632568, 0.6575000286102295, 0.6625000238418579, 0.6924999952316284, 0.7049999833106995, 0.7149999737739563, 0.7225000262260437, 0.7275000214576721, 0.7325000166893005, 0.737500011920929, 0.737500011920929, 0.7350000143051147, 0.7350000143051147, 0.737500011920929, 0.737500011920929, 0.737500011920929, 0.737500011920929, 0.737500011920929, 0.7450000047683716]}"
